公司名称,公司地址,薪资水平,职位信息
山东华锐智能技术有限公司 ,淄博,10001-15000元/月,软件研发工程师
北京七鑫易维信息技术有限公司,北京,15000-25000元/月,算法工程师
北京嘉宝仁和医疗科技有限公司 ,北京,10001-15000元/月,临床数据分析员
航天新长征大道科技有限公司 ,北京,15001-20000元/月,语音/视频/图形开发
上海围簇自动化技术有限公司 ,上海,10001-15000元/月,算法工程师
航天新长征大道科技有限公司 ,北京,10001-15000元/月,信息技术标准化工程师
广州玖维信息科技有限公司 ,昆明,3000-5000元/月,PHP开发工程师
深圳市恩钛控股有限公司 ,深圳,15001-20000元/月,算法工程师
北京川速微波科技有限公司 ,北京,30000-50000元/月,算法工程师
长沙北斗产业安全技术研究院有限公司 ,长沙,6000-12000元/月,算法工程师
北京深度视觉科技有限公司 ,北京,15000-30000元/月,算法工程师
北京川速微波科技有限公司 ,北京,16000-32000元/月,其他
北京可以科技有限公司 ,北京,15000-30000元/月,算法工程师
顺丰科技有限公司 ,北京,面议,算法工程师
深圳市人马互动科技有限公司 ,深圳,16000-32000元/月,算法工程师
北京易诚高科科技发展有限公司 ,大连,10000-20000元/月,算法工程师
钛玛科（北京）工业科技有限公司 ,北京,8001-10000元/月,算法工程师
脉讯在线(北京)信息技术有限公司 ,北京,10000-20000元/月,算法工程师
北京普达迪泰科技有限公司 ,北京,10000-15000元/月,算法工程师
北京宇能瑞达科技有限公司 ,北京,8000-15000元/月,算法工程师
北京多面体科技有限公司 ,北京,100001-150000元/月,硬件测试
北京迪路科技有限公司 ,北京,15000-30000元/月,算法工程师
北京深度视觉科技有限公司 ,北京,50000-60000元/月,算法工程师
北京迪路科技有限公司 ,北京,15000-30000元/月,算法工程师
武汉摩小超科技有限公司 ,武汉,10000-20000元/月,算法工程师
华夏大地控股有限公司 ,北京,10000-20000元/月,数据分析师
深圳市亚略特生物识别科技有限公司 ,深圳,12000-24000元/月,算法工程师
酷黑科技(北京)有限公司 ,北京,15000-30000元/月,软件研发工程师
恒安嘉新(北京)科技股份公司,北京,15000-30000元/月,算法工程师
深圳市亚略特生物识别科技有限公司 ,深圳,12000-24000元/月,算法工程师
北京康夫子科技有限公司 ,北京,20000-30000元/月,算法工程师
北京迪路科技有限公司 ,北京,15000-30000元/月,算法工程师
苏州七星天专利运营管理有限责任公司 ,苏州,6000-9000元/月,科研人员
华晓精密工业(苏州)有限公司 ,苏州,7000-12000元/月,算法工程师
湖南拓视觉信息技术有限公司 ,长沙,10000-18000元/月,算法工程师
华为技术有限公司 ,深圳,面议,通信研发工程师
清能德创电气技术(北京)有限公司 ,北京,10000-20000元/月,嵌入式软件开发
创达特（苏州）科技有限责任公司 ,苏州,10001-15000元/月,通信研发工程师
爱奇艺（www.iqiyi.com）,成都,30001-50000元/月,语音/视频/图形开发
北京一览群智数据科技有限责任公司 ,北京,30000-45000元/月,语音/视频/图形开发
浙江网仓科技有限公司 ,杭州,20001-30000元/月,算法工程师
厦门市美亚柏科信息股份有限公司,厦门,10001-15000元/月,算法工程师
广联达科技股份有限公司,上海,25000-40000元/月,互联网软件工程师
北京一览群智数据科技有限责任公司 ,北京,20000-40000元/月,算法工程师
北京一览群智数据科技有限责任公司 ,北京,20000-40000元/月,算法工程师
广州星凯跃实业有限公司 ,广州,10000-20000元/月,算法工程师
爱奇艺（www.iqiyi.com）,成都,30001-50000元/月,语音/视频/图形开发
北京神州泰岳软件股份有限公司 ,北京,15000-25000元/月,算法工程师
深圳市轩宇车鼎科技有限公司 ,深圳,25000-50000元/月,算法工程师
广联达科技股份有限公司,北京,25000-40000元/月,互联网软件工程师
广联达科技股份有限公司,上海,25000-40000元/月,互联网软件工程师
广联达科技股份有限公司,北京,25000-40000元/月,互联网软件工程师
上海经达信息科技股份有限公司 ,上海,10001-15000元/月,算法工程师
沈阳机床(集团)设计研究院有限公司上海分公司 ,上海,10001-15000元/月,算法工程师
长城汽车股份有限公司,保定,12000-24000元/月,汽车电子工程师
北京神导科讯科技发展有限公司,北京,20000-35000元/月,其他
北京神导科讯科技发展有限公司,北京,20000-35000元/月,算法工程师
深圳普思英察科技有限公司 ,深圳,25000-40000元/月,算法工程师
深圳市汉德网络科技有限公司 ,深圳,10000-20000元/月,算法工程师
深圳普思英察科技有限公司 ,深圳,25000-40000元/月,算法工程师
深圳普思英察科技有限公司 ,深圳,25000-40000元/月,算法工程师
长城汽车股份有限公司,保定,12000-24000元/月,汽车电子工程师
德联易控科技(北京)有限公司 ,北京,15001-20000元/月,算法工程师
中科院-南京宽带无线移动通信研发中心 ,南京,10001-15000元/月,算法工程师
武汉华昱丰科技有限公司 ,武汉,5000-10000元/月,算法工程师
山东华锐智能技术有限公司 ,淄博,8001-10000元/月,高级硬件工程师
广东华南水电高新技术开发有限公司 ,广州,12000-20000元/月,算法工程师
贵州微光科技有限公司 ,贵阳,4000-8000元/月,算法工程师
武汉海微科技有限公司 ,武汉,15001-20000元/月,算法工程师
厦门市美亚柏科信息股份有限公司,厦门,15001-20000元/月,C语言开发工程师
南京鑫业诚机器人科技有限公司 ,南京,6000-10000元/月,算法工程师
大唐半导体设计有限公司 ,北京,15001-20000元/月,算法工程师
深圳华策辉弘科技有限公司 ,深圳,10000-17000元/月,算法工程师
苏州安智汽车零部件有限公司 ,苏州,22000-35000元/月,汽车电子工程师
湖南三兴精密工业股份有限公司 ,长沙,15001-20000元/月,软件工程师
上海凌笛数码科技有限公司 ,杭州,30001-50000元/月,算法工程师
广东虚拟现实科技有限公司 ,深圳,20001-30000元/月,高级软件工程师
苏州优纳科技有限公司 ,北京,15000-25000元/月,算法工程师
深圳华声医疗技术股份有限公司 ,深圳,8000-15000元/月,算法工程师
深圳市英威诺科技有限公司,深圳,25000-35000元/月,算法工程师
苏州迈瑞微电子有限公司 ,苏州,8000-15000元/月,算法工程师
北京智慧星光信息技术有限公司 ,北京,25000-35000元/月,语音/视频/图形开发
太平金融科技服务(上海)有限公司,上海,10000-20000元/月,算法工程师
贵州力创科技发展有限公司 ,贵阳,7000-12000元/月,软件研发工程师
华讯方舟股份有限公司 ,深圳,10001-15000元/月,算法工程师
舜宇集团有限公司,杭州,面议,算法工程师
杭州爱玖科技有限公司 ,杭州,20001-30000元/月,算法工程师
杭州创慧信息技术有限公司 ,杭州,6001-8000元/月,算法工程师
行吟信息科技(上海)有限公司 ,上海,20000-40000元/月,算法工程师
成都市晶林科技有限公司,成都,7000-12000元/月,算法工程师
行吟信息科技(上海)有限公司 ,上海,20000-40000元/月,算法工程师
深圳华橙科技有限公司 ,深圳,10000-20000元/月,算法工程师
苏州正载信息技术有限公司 ,苏州,5000-10000元/月,软件工程师
北京万得嘉瑞汽车技术有限公司 ,北京,10000-20000元/月,算法工程师
北京视酷伟业科技股份有限公司 ,北京,15000-25000元/月,算法工程师
北京优特捷信息技术有限公司 ,深圳,20001-30000元/月,软件工程师
沈阳东软医疗系统有限公司 ,广州,14000-20000元/月,算法工程师
北京视酷伟业科技股份有限公司 ,北京,10001-15000元/月,算法工程师
深圳博用科技有限公司 ,深圳,10001-15000元/月,高级软件工程师
上海信安商业保理有限公司,上海,15000-30000元/月,算法工程师
深圳市博英医疗仪器科技有限公司 ,深圳,20001-30000元/月,算法工程师
盎锐(上海)信息科技有限公司 ,上海,20001-30000元/月,算法工程师
北京伯智科技有限公司 ,北京,30000-40000元/月,算法工程师
北京海思瑞格科技有限公司 ,北京,25000-50000元/月,算法工程师
北京主导时代科技有限公司 ,北京,10001-15000元/月,算法工程师
北京第三石信息技术有限公司 ,北京,20001-30000元/月,算法工程师
天津光速信息科技有限公司 ,成都,10000-15000元/月,需求工程师
北京新岸线移动多媒体技术有限公司 ,北京,10000-20000元/月,其他
江苏强业金融信息服务有限公司 ,南京,8000-12000元/月,算法工程师
时代集团公司 ,北京,12000-24000元/月,算法工程师
上海飞观信息科技有限公司 ,北京,45000-80000元/月,算法工程师
北京才秀人人科技有限公司01 ,南京,6001-8000元/月,算法工程师
北京智慧星光信息技术有限公司 ,北京,25000-35000元/月,算法工程师
沈阳东软医疗系统有限公司 ,沈阳,10000-20000元/月,算法工程师
拓维信息系统股份有限公司,深圳,10000-20000元/月,其他
杭州朗澈科技有限公司 ,杭州,20000-35000元/月,软件研发工程师
长春天一信科技有限公司 ,长春,6001-8000元/月,软件研发工程师
北京中捷时代航空科技有限公司 ,北京,30001-50000元/月,软件工程师
便利蜂商贸有限公司 ,北京,25000-50000元/月,语音/视频/图形开发
维视科技(西安)有限公司 ,西安,6000-12000元/月,算法工程师
广州市思正电子科技有限公司 ,广州,10000-20000元/月,算法工程师
江苏康众数字医疗设备有限公司 ,苏州,10000-20000元/月,高级软件工程师
天津普仁万合信息技术有限公司 ,天津,6001-8000元/月,算法工程师
深圳市自行科技有限公司武汉分公司 ,武汉,15001-20000元/月,算法工程师
成都铭朗科技有限公司 ,成都,8000-16000元/月,软件工程师
陕西玖瑞科技有限公司 ,西安,10000-20000元/月,算法工程师
湖南万为智能机器人技术有限公司 ,长沙,4000-7000元/月,算法工程师
海尔集团公司 ,北京,面议,算法工程师
上海沃锐商务咨询中心(有限合伙) ,上海,20001-30000元/月,算法工程师
北京优特捷信息技术有限公司 ,北京,20000-30000元/月,高级软件工程师
方正国际软件（北京）有限公司 ,北京,面议,算法工程师
北京优特捷信息技术有限公司 ,北京,30001-50000元/月,高级软件工程师
满金坝（深圳）科技有限公司 ,深圳,15000-25000元/月,互联网软件工程师
广州市香港科大霍英东研究院 ,广州,10000-20000元/月,算法工程师
数库(上海)科技有限公司 ,上海,35000-50000元/月,算法工程师
北京优特捷信息技术有限公司 ,北京,20001-30000元/月,软件工程师
数库(上海)科技有限公司 ,上海,20000-40000元/月,算法工程师
合肥凯捷技术有限公司,上海,10000-20000元/月,算法工程师
江苏爱迈普信息科技有限公司 ,南京,8000-16000元/月,语音/视频/图形开发
中标慧康科技有限公司 ,上海,15000-25000元/月,算法工程师
北京思创贯宇科技开发有限公司,北京,10001-15000元/月,软件研发工程师
德禧(上海)投资管理有限公司 ,上海,15001-20000元/月,高级软件工程师
杭州蓝芯科技有限公司 ,杭州,8000-16000元/月,算法工程师
速感科技(北京)有限公司 ,北京,4001-6000元/月,软件工程师
瑞幸咖啡(北京)有限公司,北京,20000-40000元/月,算法工程师
北京友道互联电子商务有限公司 ,北京,20000-25000元/月,算法工程师
上海中科新微信息科技园有限公司 ,上海,6000-12000元/月,算法工程师
上海沃锐商务咨询中心(有限合伙) ,上海,20001-30000元/月,算法工程师
上海普适导航科技股份有限公司 ,上海,8000-12000元/月,算法工程师
哈尔滨福特威尔科技有限公司 ,哈尔滨,8000-16000元/月,高级软件工程师
浪潮集团有限公司 ,济南,7000-11000元/月,软件研发工程师
广州市香港科大霍英东研究院 ,广州,9000-18000元/月,算法工程师
京东金融 ,北京,面议,算法工程师
北京恒昌利通投资管理有限公司,北京,面议,算法工程师
北京天地一格科技有限公司 ,成都,15001-20000元/月,系统集成工程师
京东金融 ,北京,面议,算法工程师
